uniqueID,DateTime,Date,Time,StationName,GroupName,Latitude,Longitude,Benthic Classification Name,Benthic Classification Code,Count,Comments,Active Construction,Algae Color,Algae Located,Aquatic Veg/Decaying Matter,Area 1 Sampled,Area 2 Sampled,Area 3 Sampled,Area 4 Sampled,Barriers To Fish Movement,Bottom Type,Channel Width,Collection Time (Net 1),Collection Time (Net 2),Collection Time (Net 3),Collection Time (Net 4),Cropland,Define Other Bank Composition,Define Other Land Use,Define Other Organism,Describe the Amount and Type of Litter,Discharge Pipes,Fields,Fish Water Quality Indicators,Forest,Housing Development,Indicate Current and Potential Threats,Livestock Pasture,Logging,Mining,Number of Discharge Pipes,Number of Squirts,Odor,Oil and Gas Drilling,Other Land Use,Percent Algae,Percent Bare Soil,Percent Boulders,Percent Cobbles,Percent Grass,Percent Gravel,Percent Other,Percent Rocks,Percent Sand,Percent Shrubs,Percent Silt,Percent Trees,Sanitary Landfill,Silt/Sand/Gravel,Snags/Logs Jabs,Snags/Logs,Stability of Stream,Stream Bed Deposit,Stream Channel Erosion,Stream Channel Shade,Stream Flow,Surface Water Appearance,Trash Dump,Type of Cropland,Type of Mining,Type of Pipes,Urban Uses,Vegetated Jabs,Vegetated,Weather Conditions,Weather Last 72 Hours
South Run - 09-PL29-Sou-POH12.40553.0.5,2015-01-11T12:00:00,1/11/15,12:00:00,South Run - 09-PL29-Sou-POH12,Virginia Save Our Streams,38.7431,-77.275,Flatworms,F,1,NULL,,Dark Green,In Spots,,1 m sq,1 m sq,1 m.sq,1 m.sq,No Barriers,rocky,20 feet,21-89,21-89,21-89,21-89,,,,,Nothing significant except for few plastics papers.,,,No Fish,High,,Erosion,,,,,,No Odor,,,2,30,20,20,10,,,20,30,10,10,30,,,,,A few spots,Gray,High,Moderate,High,Clear,,,,,,,,,In the 30s (F)
South Run - 09-PL29-Sou-POH12.40553.0.5,2015-01-11T12:00:00,1/11/15,12:00:00,South Run - 09-PL29-Sou-POH12,Virginia Save Our Streams,38.7431,-77.275,Mayflies,M,1,NULL,,Dark Green,In Spots,,1 m sq,1 m sq,1 m.sq,1 m.sq,No Barriers,rocky,20 feet,21-89,21-89,21-89,21-89,,,,,Nothing significant except for few plastics papers.,,,No Fish,High,,Erosion,,,,,,No Odor,,,2,30,20,20,10,,,20,30,10,10,30,,,,,A few spots,Gray,High,Moderate,High,Clear,,,,,,,,,In the 30s (F)
South Run - 09-PL29-Sou-POH12.40553.0.5,2015-01-11T12:00:00,1/11/15,12:00:00,South Run - 09-PL29-Sou-POH12,Virginia Save Our Streams,38.7431,-77.275,Most True Flies,MTF,12,NULL,,Dark Green,In Spots,,1 m sq,1 m sq,1 m.sq,1 m.sq,No Barriers,rocky,20 feet,21-89,21-89,21-89,21-89,,,,,Nothing significant except for few plastics papers.,,,No Fish,High,,Erosion,,,,,,No Odor,,,2,30,20,20,10,,,20,30,10,10,30,,,,,A few spots,Gray,High,Moderate,High,Clear,,,,,,,,,In the 30s (F)
South Run - 09-PL29-Sou-POH12.40553.0.5,2015-01-11T12:00:00,1/11/15,12:00:00,South Run - 09-PL29-Sou-POH12,Virginia Save Our Streams,38.7431,-77.275,Worms,W,25,NULL,,Dark Green,In Spots,,1 m sq,1 m sq,1 m.sq,1 m.sq,No Barriers,rocky,20 feet,21-89,21-89,21-89,21-89,,,,,Nothing significant except for few plastics papers.,,,No Fish,High,,Erosion,,,,,,No Odor,,,2,30,20,20,10,,,20,30,10,10,30,,,,,A few spots,Gray,High,Moderate,High,Clear,,,,,,,,,In the 30s (F)
South Run - 09-PL29-Sou-POH12.40553.0.5,2015-01-11T12:00:00,1/11/15,12:00:00,South Run - 09-PL29-Sou-POH12,Virginia Save Our Streams,38.7431,-77.275,Beetles,B,58,NULL,,Dark Green,In Spots,,1 m sq,1 m sq,1 m.sq,1 m.sq,No Barriers,rocky,20 feet,21-89,21-89,21-89,21-89,,,,,Nothing significant except for few plastics papers.,,,No Fish,High,,Erosion,,,,,,No Odor,,,2,30,20,20,10,,,20,30,10,10,30,,,,,A few spots,Gray,High,Moderate,High,Clear,,,,,,,,,In the 30s (F)
South Run - 09-PL29-Sou-POH12.40553.0.5,2015-01-11T12:00:00,1/11/15,12:00:00,South Run - 09-PL29-Sou-POH12,Virginia Save Our Streams,38.7431,-77.275,Midges,MI,62,NULL,,Dark Green,In Spots,,1 m sq,1 m sq,1 m.sq,1 m.sq,No Barriers,rocky,20 feet,21-89,21-89,21-89,21-89,,,,,Nothing significant except for few plastics papers.,,,No Fish,High,,Erosion,,,,,,No Odor,,,2,30,20,20,10,,,20,30,10,10,30,,,,,A few spots,Gray,High,Moderate,High,Clear,,,,,,,,,In the 30s (F)
South Run - 09-PL29-Sou-POH12.40553.0.5,2015-01-11T12:00:00,1/11/15,12:00:00,South Run - 09-PL29-Sou-POH12,Virginia Save Our Streams,38.7431,-77.275,Most Caddisflies,MC,93,NULL,,Dark Green,In Spots,,1 m sq,1 m sq,1 m.sq,1 m.sq,No Barriers,rocky,20 feet,21-89,21-89,21-89,21-89,,,,,Nothing significant except for few plastics papers.,,,No Fish,High,,Erosion,,,,,,No Odor,,,2,30,20,20,10,,,20,30,10,10,30,,,,,A few spots,Gray,High,Moderate,High,Clear,,,,,,,,,In the 30s (F)
South Run - 09-PL29-Sou-POH12.40553.0.5,2015-01-11T12:00:00,1/11/15,12:00:00,South Run - 09-PL29-Sou-POH12,Virginia Save Our Streams,38.7431,-77.275,Common Netspinners,CN,282,NULL,,Dark Green,In Spots,,1 m sq,1 m sq,1 m.sq,1 m.sq,No Barriers,rocky,20 feet,21-89,21-89,21-89,21-89,,,,,Nothing significant except for few plastics papers.,,,No Fish,High,,Erosion,,,,,,No Odor,,,2,30,20,20,10,,,20,30,10,10,30,,,,,A few spots,Gray,High,Moderate,High,Clear,,,,,,,,,In the 30s (F)
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Beetles,B,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Blackflies,BF,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Crayfish,C,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Clams,CL,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Common Netspinners,CN,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Dragonflies and Damselflies,DD,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Flatworms,F,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Gilled Snails,GS,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,"Hellgrammites, Fishflies, and Alderflies",HFA,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Leeches,L,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Mayflies,M,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Most Caddisflies,MC,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Most True Flies,MTF,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Other Organisms,OO,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Sowbugs,SB,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Scuds,SC,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Stoneflies,SF,0,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Lunged Snails,LS,50,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Worms,W,119,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL22-Sna-DR29.40921.0.375,2016-01-14T09:00:00,1/14/16,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Midges,MI,123,,,Light Green,In Spots,,,,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,,,,High,,,,Today: Hi 50
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Crayfish,C,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Clams,CL,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,"Hellgrammites, Fishflies, and Alderflies",HFA,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Leeches,L,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Mayflies,M,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Other Organisms,OO,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Sowbugs,SB,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Scuds,SC,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
09-PL21-Sug-SLR4.40922.0.375,2016-01-15T09:00:00,1/15/16,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Stoneflies,SF,0,,,Brown Coated,In Spots,,,,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,,,,Slight,,,,Today: Hi 45
